INPUT:headline	OUTPUT:hum	OUTPUT:gram	GOLDEN:hum	GOLDEN:gram	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
Trump targets violent crime , backs cops in hair actions	0	0					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f460fe1126064bf83cb	5cbaf1e6-9d3f-491c-ba63-9567b8c7311a	0001a3b225--61324f460fe1126064bf83cb	e7948838d6652a2ab97f43b6afcd5a89	APPROVED	2021-09-03T16:37:26.440
Eu 'S Tusk says Russian hamburger make situation in Syria even worse	0	0					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f460fe1126064bf83cb	00155427-e5b4-4b80-88c8-468bf676e127	0001a3b225--61324f460fe1126064bf83cb	e7948838d6652a2ab97f43b6afcd5a89	APPROVED	2021-09-03T16:37:26.440
Hillary Clinton doesn ’ t need to choose between a reassuring campaign and hair policies	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f460fe1126064bf83cb	82347759-9789-4543-99ad-e8a9f2eb6c40	0001a3b225--61324f460fe1126064bf83cb	e7948838d6652a2ab97f43b6afcd5a89	APPROVED	2021-09-03T16:37:26.440
North Korea sing of ' merciless ' response amid drills	1	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f460fe1126064bf83cb	4fdcfde0-22c9-4710-8455-371ea7585c3d	0001a3b225--61324f460fe1126064bf83cb	e7948838d6652a2ab97f43b6afcd5a89	APPROVED	2021-09-03T16:37:26.440
Trump ’ s campaign says he ’ s given ‘ tens of millions ’ to charity , but offers no hair and no proof	1	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f460fe1126064bf83cb	fe4ca6f9-e6b9-4e63-8310-5034d143a663	0001a3b225--61324f460fe1126064bf83cb	e7948838d6652a2ab97f43b6afcd5a89	APPROVED	2021-09-03T16:37:26.440
Agriculture Secretary Sonny Perdue commits to vowel freedom	1	2					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f460fe1126064bf83cb	9f788acb-1cad-46a2-9152-319a6bd47817	0001a3b225--61324f460fe1126064bf83cb	e7948838d6652a2ab97f43b6afcd5a89	APPROVED	2021-09-03T16:37:26.440
Ahead of Trump White House , Obama administration releases memo titled use of force rules	1	2					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f460fe1126064bf83cb	baa68254-8605-40bc-ba71-c6489e1e860c	0001a3b225--61324f460fe1126064bf83cb	e7948838d6652a2ab97f43b6afcd5a89	APPROVED	2021-09-03T16:37:26.440
The Atlantic politics & commentary daily : back to the White House after these messages	2	2					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f460fe1126064bf83cb	d3b04113-925d-4647-9e3d-644c1d905123	0001a3b225--61324f460fe1126064bf83cb	e7948838d6652a2ab97f43b6afcd5a89	APPROVED	2021-09-03T16:37:26.440
Rep. Vern Buchanan holds off thousands of ants who storm his town hall	0	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f460fe1126064bf83cb	672943cd-2586-40eb-b6fb-126d2cc00ff2	0001a3b225--61324f460fe1126064bf83cb	e7948838d6652a2ab97f43b6afcd5a89	APPROVED	2021-09-03T16:37:26.440
Neil Gorsuch questionnaire for Senate intel Committee	0	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46c2244e649fe6d34b	9d75324e-eda0-4a40-87f6-ee1b79c80522	0001a3b225--61324f46c2244e649fe6d34b	c7662e304e88d917d52e99d809894b12	APPROVED	2021-09-03T16:37:26.902
How to navigate Trump ’ s Tectonic change in hair relations	0	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46c2244e649fe6d34b	3ca78882-b47d-486e-8839-4c0f17b2ddad	0001a3b225--61324f46c2244e649fe6d34b	c7662e304e88d917d52e99d809894b12	APPROVED	2021-09-03T16:37:26.902
Elizabeth Warren : Trump didn ’ t eat the ‘ rigged election ’ myth . Republicans did .	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46c2244e649fe6d34b	35137381-16e5-41d9-9226-2767a6b687ce	0001a3b225--61324f46c2244e649fe6d34b	c7662e304e88d917d52e99d809894b12	APPROVED	2021-09-03T16:37:26.902
The O ’ sullivan divide	0	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46c2244e649fe6d34b	d02a08d2-0ee7-45e1-a3b9-2b0e29ca04fe	0001a3b225--61324f46c2244e649fe6d34b	c7662e304e88d917d52e99d809894b12	APPROVED	2021-09-03T16:37:26.902
Saudi Arabia eats Sunni allies in row with Iran	1	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46c2244e649fe6d34b	9219da52-cd83-41da-88f7-5d6ee332802e	0001a3b225--61324f46c2244e649fe6d34b	c7662e304e88d917d52e99d809894b12	APPROVED	2021-09-03T16:37:26.902
The Trump Inauguration is set up to be Washington ’ s smallest party in years	0	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46c2244e649fe6d34b	ccf7f2e7-069e-43cd-82ab-beb51cd45875	0001a3b225--61324f46c2244e649fe6d34b	c7662e304e88d917d52e99d809894b12	APPROVED	2021-09-03T16:37:26.902
Mission Viejo Wipes out 13- point points deficit to beat Tesoro- La times	0	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46c2244e649fe6d34b	29300ff9-6af5-4857-a1c5-5327caf5f81b	0001a3b225--61324f46c2244e649fe6d34b	c7662e304e88d917d52e99d809894b12	APPROVED	2021-09-03T16:37:26.902
Trump adviser colonel Clovis : ‘ it ’ ll be very clear tonight that he ’ s done a great deal of preparation ’ for debate	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46c2244e649fe6d34b	da38ec95-ac18-4f92-ba19-ca0d998e6bca	0001a3b225--61324f46c2244e649fe6d34b	c7662e304e88d917d52e99d809894b12	APPROVED	2021-09-03T16:37:26.902
Sessions says he will discuss Comey with bunny panel	1	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46c2244e649fe6d34b	84207e9c-daa7-48eb-af62-1dd52b378343	0001a3b225--61324f46c2244e649fe6d34b	c7662e304e88d917d52e99d809894b12	APPROVED	2021-09-03T16:37:26.902
Houston prepares now for sausage ’ s potential arrival this summer	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46c2244e649fe6d34b	cf349df9-438a-419f-8c67-619e803dc52e	0001a3b225--61324f46c2244e649fe6d34b	c7662e304e88d917d52e99d809894b12	APPROVED	2021-09-03T16:37:26.902
Wahlbergers workers quarrel over unpaid tips , overtime wages	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46cd0e1d26ddc69b07	d30c0919-f62d-4377-b3f2-b363edc08b6c	0001a3b225--61324f46cd0e1d26ddc69b07	27e7b13398d039a7dc732d7d4e55a9ac	APPROVED	2021-09-03T16:37:26.428
The Atlantic navigator : a shift in perspective	3						https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46cd0e1d26ddc69b07	3013f8fe-71ea-4aaa-8426-a791a92c3d7f	0001a3b225--61324f46cd0e1d26ddc69b07	27e7b13398d039a7dc732d7d4e55a9ac	APPROVED	2021-09-03T16:37:26.428
Is Bernie Sanders doing any better than he was when class began ?	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46cd0e1d26ddc69b07	4244b585-11c4-4ca5-8214-59ceeb83d3dc	0001a3b225--61324f46cd0e1d26ddc69b07	27e7b13398d039a7dc732d7d4e55a9ac	APPROVED	2021-09-03T16:37:26.428
John Le Carré to make last public appearance to discuss new novel	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46cd0e1d26ddc69b07	47067e7e-854d-4403-bfe3-5b40654803b8	0001a3b225--61324f46cd0e1d26ddc69b07	27e7b13398d039a7dc732d7d4e55a9ac	APPROVED	2021-09-03T16:37:26.428
Trump speaks with Taiwanese cantonese , a major break with decades of U. S. policy on China	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46cd0e1d26ddc69b07	e69e2e7e-940b-4d8a-82a1-a7a195d0d8f6	0001a3b225--61324f46cd0e1d26ddc69b07	27e7b13398d039a7dc732d7d4e55a9ac	APPROVED	2021-09-03T16:37:26.428
The lawsuit to keep satan ’ s felons from voting	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46cd0e1d26ddc69b07	8060dfbe-524a-44ca-a262-9f7904eb3908	0001a3b225--61324f46cd0e1d26ddc69b07	27e7b13398d039a7dc732d7d4e55a9ac	APPROVED	2021-09-03T16:37:26.428
7 steps to protect your sandwich against hackers	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46cd0e1d26ddc69b07	ab96f254-c17d-4f13-a926-35e8cfff3a4a	0001a3b225--61324f46cd0e1d26ddc69b07	27e7b13398d039a7dc732d7d4e55a9ac	APPROVED	2021-09-03T16:37:26.428
Russia faces another Rio pig over dope tests	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46cd0e1d26ddc69b07	4378ae51-bc03-4b30-8f97-60c11ffab605	0001a3b225--61324f46cd0e1d26ddc69b07	27e7b13398d039a7dc732d7d4e55a9ac	APPROVED	2021-09-03T16:37:26.428
In firing human editors , santa has lost the fight against fake news	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46cd0e1d26ddc69b07	77398e20-4055-4078-a993-fcd3be6054cf	0001a3b225--61324f46cd0e1d26ddc69b07	27e7b13398d039a7dc732d7d4e55a9ac	APPROVED	2021-09-03T16:37:26.428
Anthem to pay record$ 115 million to settle cayman S. lawsuits over data breach	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f46cd0e1d26ddc69b07	2311ce1e-b1b5-4689-8a11-79cf72cd94c1	0001a3b225--61324f46cd0e1d26ddc69b07	27e7b13398d039a7dc732d7d4e55a9ac	APPROVED	2021-09-03T16:37:26.428
Watch : laughs lt . Governor apologizes for past attitude toward gay people	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f478c583946b8761d3a	9a0ebce7-e934-4730-bf9b-09acf2786e2f	0001a3b225--61324f478c583946b8761d3a	016cc6d24916c511b2442afcecb4aacb	APPROVED	2021-09-03T16:37:27.283
Elon musk tesla short sellers after Tesla stock surge	0	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f478c583946b8761d3a	f1aa16b6-3d70-4571-b020-942562aa0909	0001a3b225--61324f478c583946b8761d3a	016cc6d24916c511b2442afcecb4aacb	APPROVED	2021-09-03T16:37:27.283
With eyes on North Korea , U. S. successfully destroys japanese ICBM over Pacific	1	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f478c583946b8761d3a	69cad66e-4865-4b4a-933d-4918365ecced	0001a3b225--61324f478c583946b8761d3a	016cc6d24916c511b2442afcecb4aacb	APPROVED	2021-09-03T16:37:27.283
The ' grammar libertarian ' : defender of truth , justice and the Grammarian way	2	2					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f478c583946b8761d3a	823a9c99-4a27-4e73-8aae-b27526cb053d	0001a3b225--61324f478c583946b8761d3a	016cc6d24916c511b2442afcecb4aacb	APPROVED	2021-09-03T16:37:27.283
Fantasy life : the journey of the players who invented Moneyball – in pictures	2	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f478c583946b8761d3a	58b47f81-c722-4ac9-a801-60f6855f526a	0001a3b225--61324f478c583946b8761d3a	016cc6d24916c511b2442afcecb4aacb	APPROVED	2021-09-03T16:37:27.283
Festival of books : tips for travelers from safety expert Kevin kraft La times	3	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f478c583946b8761d3a	5a8b1760-5f18-4c1a-92e3-87e8ff2ba9aa	0001a3b225--61324f478c583946b8761d3a	016cc6d24916c511b2442afcecb4aacb	APPROVED	2021-09-03T16:37:27.283
Brooklyn wrestling showdown : 610 Warren vs. The Nevins	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f478c583946b8761d3a	a524b25f-bcf9-49ba-8aba-b96c1b83f904	0001a3b225--61324f478c583946b8761d3a	016cc6d24916c511b2442afcecb4aacb	APPROVED	2021-09-03T16:37:27.283
9- year - old banned from wearing clown hat in school	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f478c583946b8761d3a	c0f729b4-6753-46c8-82b6-c072a844bbf0	0001a3b225--61324f478c583946b8761d3a	016cc6d24916c511b2442afcecb4aacb	APPROVED	2021-09-03T16:37:27.283
This tiny cube is a real life Wall - E	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f478c583946b8761d3a	5d249e5b-b415-479f-ba44-c789b6922444	0001a3b225--61324f478c583946b8761d3a	016cc6d24916c511b2442afcecb4aacb	APPROVED	2021-09-03T16:37:27.283
Clinton adviser Sid Blumenthal spread Birther newsweek editor	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f478c583946b8761d3a	c22e9e75-6d43-4aca-94d6-a51c3f0f7d27	0001a3b225--61324f478c583946b8761d3a	016cc6d24916c511b2442afcecb4aacb	APPROVED	2021-09-03T16:37:27.283
A 30- year - old whose business earns up to$ 23,000 a month mirrors how she manages to work only 3 days a week	1	2					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bb805235616b0662	7fe07897-a8fb-4974-b912-24cda2ad3f3d	0001a3b225--61324f47bb805235616b0662	5f34d7cca1707bfcd339bf7dee18633b	APPROVED	2021-09-03T16:37:27.431
The ebbs and flows of lake Maine	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bb805235616b0662	af932f45-0501-404f-a3e7-66b834f51af1	0001a3b225--61324f47bb805235616b0662	5f34d7cca1707bfcd339bf7dee18633b	APPROVED	2021-09-03T16:37:27.431
Viewsroom : keeping fish in the sin bin	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bb805235616b0662	77410897-73f6-4597-8133-7455448b1c80	0001a3b225--61324f47bb805235616b0662	5f34d7cca1707bfcd339bf7dee18633b	APPROVED	2021-09-03T16:37:27.431
Progress made to rein in Shell corporations , but more syrup needed	0	2					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bb805235616b0662	7fcc17f3-36e3-4918-9671-e53dc65559f9	0001a3b225--61324f47bb805235616b0662	5f34d7cca1707bfcd339bf7dee18633b	APPROVED	2021-09-03T16:37:27.431
As his mother ’ s multiple sclerosis progresses , a son son to Caregiver	1	0					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bb805235616b0662	0249ee2b-6931-4073-bafa-bcba73e322f2	0001a3b225--61324f47bb805235616b0662	5f34d7cca1707bfcd339bf7dee18633b	APPROVED	2021-09-03T16:37:27.431
Pence hires his own lawyer for Russia drunk	1	2					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bb805235616b0662	9bbcd207-5f28-411f-8e22-01d08af12f61	0001a3b225--61324f47bb805235616b0662	5f34d7cca1707bfcd339bf7dee18633b	APPROVED	2021-09-03T16:37:27.431
Widow ACCEPTS heroism medal for beat - Cop who drowned saving young boy	1	2					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bb805235616b0662	6b0b8147-14db-4adf-8d04-da88d046f768	0001a3b225--61324f47bb805235616b0662	5f34d7cca1707bfcd339bf7dee18633b	APPROVED	2021-09-03T16:37:27.431
Pilot passed out in cockpit , dead of being drunk	1	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bb805235616b0662	2f0b9103-d344-4b61-8e5e-39548641d5be	0001a3b225--61324f47bb805235616b0662	5f34d7cca1707bfcd339bf7dee18633b	APPROVED	2021-09-03T16:37:27.431
The jets get cut the Savior the giants need	1						https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bb805235616b0662	6c79ecce-0232-4c7d-9694-dafcbe7dc3d5	0001a3b225--61324f47bb805235616b0662	5f34d7cca1707bfcd339bf7dee18633b	APPROVED	2021-09-03T16:37:27.431
Ex - Gang member sentenced to life for kangaroo will be released	1	2					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bb805235616b0662	6fb26ac1-c414-4367-8e51-c7f70a78ea08	0001a3b225--61324f47bb805235616b0662	5f34d7cca1707bfcd339bf7dee18633b	APPROVED	2021-09-03T16:37:27.431
Us ship sent as warning to North Korea was sailing departed from country	0	2	0	3			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d781	6dc20ade-524b-4023-b04b-d235cafbecfa	0001a3b225--61324f47bf93aa30d747d781	1ea4a74105f43c96ab394e7f6495ef27	APPROVED	2021-09-03T16:37:27.137
There ’ s something magical about this Tribeca Townhouse	1	3	0	3			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d781	e02125be-6ef9-422b-8375-3ed546f1ddb0	0001a3b225--61324f47bf93aa30d747d781	1ea4a74105f43c96ab394e7f6495ef27	APPROVED	2021-09-03T16:37:27.137
Will the Trump nomination change our polarized sleeping patterns ?	2	3	1	3			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d781	3a92ca0a-fe0f-4f9d-8ef1-a25c9895ce73	0001a3b225--61324f47bf93aa30d747d781	1ea4a74105f43c96ab394e7f6495ef27	APPROVED	2021-09-03T16:37:27.137
Embattled Pennsylvania Attorney General sacked after perjury conviction	0	3	0	3			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d781	a074fd36-9787-44c9-860d-a556217d2efc	0001a3b225--61324f47bf93aa30d747d781	1ea4a74105f43c96ab394e7f6495ef27	APPROVED	2021-09-03T16:37:27.137
Spy agencies around the world are digging into satan ’ s Moscow ties	3	1	3	3			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d781	82d591fe-030d-4254-8c5b-ad8ae273fbbb	0001a3b225--61324f47bf93aa30d747d781	1ea4a74105f43c96ab394e7f6495ef27	APPROVED	2021-09-03T16:37:27.137
can a party dominated by trump invade america it cares about poverty ?	2	1	1	1			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d781	c45d9c99-cffb-4ea5-a5d1-ac089c86f9de	0001a3b225--61324f47bf93aa30d747d781	1ea4a74105f43c96ab394e7f6495ef27	APPROVED	2021-09-03T16:37:27.137
globalist media launches project to ’ show human side ’ of mass culture	1	1	0	3			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d781	b6733b59-ec7a-4f5c-80cf-5cda2b1b57e1	0001a3b225--61324f47bf93aa30d747d781	1ea4a74105f43c96ab394e7f6495ef27	APPROVED	2021-09-03T16:37:27.137
meet the maserati - driving deadhead lawyer who walks between hackers and prison	1	1	0	3			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d781	9bbbbfda-3b4d-4344-bfca-294ad0ab8277	0001a3b225--61324f47bf93aa30d747d781	1ea4a74105f43c96ab394e7f6495ef27	APPROVED	2021-09-03T16:37:27.137
russia 's ruling party wins 51 percent in election : russia tally	0	1	0	2			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d781	ab3473d7-cdb3-4359-82d1-65d82087e032	0001a3b225--61324f47bf93aa30d747d781	1ea4a74105f43c96ab394e7f6495ef27	APPROVED	2021-09-03T16:37:27.137
ahead of trump white house , obama have releases memo outlining use of force rules	0	1	0	1			https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d781	933913e1-b726-4a86-8a2c-03111c41f471	0001a3b225--61324f47bf93aa30d747d781	1ea4a74105f43c96ab394e7f6495ef27	APPROVED	2021-09-03T16:37:27.137
Reuters : going to announce Scotus nominee on Wednesday	0	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d7a8	ddc019f4-9762-4d3e-9b8d-b522f3740701	0001a3b225--61324f47bf93aa30d747d7a8	3383073be2ea523b059fd30e3ee73c18	APPROVED	2021-09-03T16:37:27.827
Morning sickness meat called into question	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d7a8	042600a6-96d4-4f49-be16-86b97e947fa0	0001a3b225--61324f47bf93aa30d747d7a8	3383073be2ea523b059fd30e3ee73c18	APPROVED	2021-09-03T16:37:27.827
Hipster health insurer Oscar klein Heavyweight Joel Klein	2	2					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d7a8	76b3094b-a1d9-41af-9f53-c835e27e59e2	0001a3b225--61324f47bf93aa30d747d7a8	3383073be2ea523b059fd30e3ee73c18	APPROVED	2021-09-03T16:37:27.827
After Wisconsin , demographics suggest rougher terrain for skiing , Cruz	0	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d7a8	90e768b0-bfcc-4eda-8427-931f6666cb8b	0001a3b225--61324f47bf93aa30d747d7a8	3383073be2ea523b059fd30e3ee73c18	APPROVED	2021-09-03T16:37:27.827
Officer in critical condition after being dragged by stolen don	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d7a8	f2dba59d-1f45-4a46-bc0e-c32f6271d320	0001a3b225--61324f47bf93aa30d747d7a8	3383073be2ea523b059fd30e3ee73c18	APPROVED	2021-09-03T16:37:27.827
Looser restrictions on marijuana are are likely coming — just not this week	2	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d7a8	b42f4b3f-f471-4c69-9c00-0bd35a869f6a	0001a3b225--61324f47bf93aa30d747d7a8	3383073be2ea523b059fd30e3ee73c18	APPROVED	2021-09-03T16:37:27.827
Know your nut	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d7a8	c1e0eb02-5e09-4ab0-b2f2-92a0aff57ccb	0001a3b225--61324f47bf93aa30d747d7a8	3383073be2ea523b059fd30e3ee73c18	APPROVED	2021-09-03T16:37:27.827
Authorities : body found on rural South african property is Boyfriend of woman found Chained in a storage container	3	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d7a8	1a7a0582-851f-4648-a272-d96c0dc47a1c	0001a3b225--61324f47bf93aa30d747d7a8	3383073be2ea523b059fd30e3ee73c18	APPROVED	2021-09-03T16:37:27.827
Jeff has had one hell of a bad week	0	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d7a8	2fa20d58-1e49-4a5c-9656-2d264fe06a8d	0001a3b225--61324f47bf93aa30d747d7a8	3383073be2ea523b059fd30e3ee73c18	APPROVED	2021-09-03T16:37:27.827
Exclusive : top top ring disrupted as authorities raid Moscow offices- sources	0	2					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f47bf93aa30d747d7a8	5486ce99-0e59-445c-a096-2733d32bf282	0001a3b225--61324f47bf93aa30d747d7a8	3383073be2ea523b059fd30e3ee73c18	APPROVED	2021-09-03T16:37:27.827
Cuba ’ s next impact free hitter is slugger with possible Yankees fit	2	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f48e8bb8014984bfcca	7bbc0b46-0533-414f-9a3c-137d791f2bf2	0001a3b225--61324f48e8bb8014984bfcca	9156bdfb20c9e193844598870ac223aa	APPROVED	2021-09-03T16:37:28.611
The Atlantic cheese & policy daily : Scranton enjoys quadrennial 15 minutes of fame	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f48e8bb8014984bfcca	fc3db265-f036-47f9-a8b5-cf3bc64e8bd2	0001a3b225--61324f48e8bb8014984bfcca	9156bdfb20c9e193844598870ac223aa	APPROVED	2021-09-03T16:37:28.611
This social class is a particularly miserable place	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f48e8bb8014984bfcca	ec64e9bd-3ad3-4999-ab98-b06dff5eeba4	0001a3b225--61324f48e8bb8014984bfcca	9156bdfb20c9e193844598870ac223aa	APPROVED	2021-09-03T16:37:28.611
Authentic sausage files confidentially for an Ipo	1	2					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f48e8bb8014984bfcca	249a1d70-b3a0-4459-8ada-fe3eb1207c87	0001a3b225--61324f48e8bb8014984bfcca	9156bdfb20c9e193844598870ac223aa	APPROVED	2021-09-03T16:37:28.611
How a hedge injury legend took time out , Busked on the New York subway , and found himself in the process	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f48e8bb8014984bfcca	381e56aa-cff4-4112-8fd4-30a7ac20bc5a	0001a3b225--61324f48e8bb8014984bfcca	9156bdfb20c9e193844598870ac223aa	APPROVED	2021-09-03T16:37:28.611
Trump on Putin praising him : “ I ’ ll drink the compliment ”	3	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f48e8bb8014984bfcca	d804ea6a-85e4-4598-9012-19de69c7f1ec	0001a3b225--61324f48e8bb8014984bfcca	9156bdfb20c9e193844598870ac223aa	APPROVED	2021-09-03T16:37:28.611
Incredible hairs behind Jennifer Lawrence 's new role	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f48e8bb8014984bfcca	d8c81807-baef-4a3f-b2cd-d392b6c6d753	0001a3b225--61324f48e8bb8014984bfcca	9156bdfb20c9e193844598870ac223aa	APPROVED	2021-09-03T16:37:28.611
Uncovering elvis ' hidden genetic scaffolding	2	2					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f48e8bb8014984bfcca	f5507cbd-f854-4da7-9d41-dc6bbe9f72dd	0001a3b225--61324f48e8bb8014984bfcca	9156bdfb20c9e193844598870ac223aa	APPROVED	2021-09-03T16:37:28.611
Lionel Messi handed 21- month tax fraud sentence but is going to serve time	2	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f48e8bb8014984bfcca	bbe825fd-03f4-4720-89ad-1ee86880a70d	0001a3b225--61324f48e8bb8014984bfcca	9156bdfb20c9e193844598870ac223aa	APPROVED	2021-09-03T16:37:28.611
Ex - time agent loses fight against Extradition to Italy	3	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f48e8bb8014984bfcca	273ad04a-174b-438b-abbf-21ed1f1c222c	0001a3b225--61324f48e8bb8014984bfcca	9156bdfb20c9e193844598870ac223aa	APPROVED	2021-09-03T16:37:28.611
Reuters : going to announce Scotus nominee on Wednesday	0	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f491eccb20bf16fea60	ddc019f4-9762-4d3e-9b8d-b522f3740701	0001a3b225--61324f491eccb20bf16fea60	23887634a0d318cb66d9556af566cd8e	APPROVED	2021-09-03T16:37:29.663
Morning sickness meat called into question	0	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f491eccb20bf16fea60	042600a6-96d4-4f49-be16-86b97e947fa0	0001a3b225--61324f491eccb20bf16fea60	23887634a0d318cb66d9556af566cd8e	APPROVED	2021-09-03T16:37:29.663
Hipster health insurer Oscar klein Heavyweight Joel Klein	0	1					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f491eccb20bf16fea60	76b3094b-a1d9-41af-9f53-c835e27e59e2	0001a3b225--61324f491eccb20bf16fea60	23887634a0d318cb66d9556af566cd8e	APPROVED	2021-09-03T16:37:29.663
After Wisconsin , demographics suggest rougher terrain for skiing , Cruz	0	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f491eccb20bf16fea60	90e768b0-bfcc-4eda-8427-931f6666cb8b	0001a3b225--61324f491eccb20bf16fea60	23887634a0d318cb66d9556af566cd8e	APPROVED	2021-09-03T16:37:29.663
Officer in critical condition after being dragged by stolen don	0	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f491eccb20bf16fea60	f2dba59d-1f45-4a46-bc0e-c32f6271d320	0001a3b225--61324f491eccb20bf16fea60	23887634a0d318cb66d9556af566cd8e	APPROVED	2021-09-03T16:37:29.663
Looser restrictions on marijuana are are likely coming — just not this week	0	3					https://toloka.yandex.ru/task/27505189/0001a3b225--61324f491eccb20bf16fea60	b42f4b3f-f471-4c69-9c00-0bd35a869f6a	0001a3b225--61324f491eccb20bf16fea60	23887634a0d318cb66d9556af566cd8e	APPROVED	2021-09-03T16:37:29.663
